Stavek,Polisemna lema
"Ta parola je bila Jumbu tako všeč, da jo je dal svojemu polomljenemu terencu, ki je še vedno poležaval z obema nogama v mavcu, prepisati na roko v velikem formatu, nakar so jo obesili na pokopališki zid, čeprav je imela dve manjši napaki. ",velik
"Vogarškovka se je bila namreč odpeljala z jutranjim vlakom, tistim, na katerega Sadarica kljub prijaznim železničarjem ni hotela stopiti, na obisk k sestri, ki jo je bila zadnjikrat videla pred tremi leti. ",leto
"V njeni shrambi pa Vogaršek zaradi posebnega skrivalniškega reda, ki ga je imela tam še iz časov, ko so bili pri hiši otroci, medtem vsi davno poženjeni in od hiše, ni našel ničesar užitnega in si je moral odpreti veliko pločevinko blede nemške margarine.",velik
"Bil je ravno še toliko nadevan, da je brez pomisleka sedel za krmilo, orehe, darilo hvaležnih Svečincev, kot nekakšno odlikovanje za veliki podvig, je vzel s seboj, in si upal peljati svoj avtobus tudi dol.",velik
"Prodajali so vozovnice in pobirali denar, na postajah zapirali vrata, kadar je bila huda gneča in sta morala poprijeti dva moža z vso močjo, kadar pa so bile razmere ugodnejše, so organizirali v avtobusu petje in druge oblike zabavnega življenja. ",vrata
"Bližal se je prvi maj, prvi v svobodi, in Repovž se ga je namenil praznovati z veliko delovno zmago: z novim mostom.",most
"Gručo, ki se je nabrala okrog njih, je ločila na dvoje mladina, ki je pritopotala čez most, in harmonikar je nehal igrati samo tista dva koraka, ko je poskočil po strmem mostnem nasipu navzdol. ",most;igrati
"Ravno včeraj sem bila na veliki fešti, v nekem trenutku sem se znašla sama na klopci, ko je k meni pristopil mlad fant in me prosil za avtogram. ",velik
"Vodoravno: 1 prvak, as, 8 italijansko mesto v Abruzzih, nekdanja Hadria Picena, 12 manjša havajska kitara s ploščatim trupom in štirimi strunami, 13 drugo največje mesto v Alžiriji, 14 telečji ali svinjski hrbet s kostmi, 15 Popajeva najljubša hrana, 17 ime angleške filmske igralke Margret, 18 ameriška antropologinja (Margaret), 19 reka v južni Angliji,20 skrajni konec kopnega, 21 kovanje, 22 srednjeveški naziv za srbsko državo, 24 bajtarica, kajžarica, 26 letalo, aeroplan, 28 ime ruske filmske igralke Savine, 29 začetnici mariborskega nogometaša Gregorja Židana, 31 bruno ali greda za naložen voz sena ali slame, 32 desni pritok Ljubljanice, 34 Marijina mati, 35 mesto v Maroku na zahodnem obrobju Visokega Atlasa, 37 slavnostni moški suknjič z močno podaljšanim in visoko preklanim zadnjim delom, 38 prvi rimski založnik in knjižni mecen (Tit Pomponij), 39 preprečevanje gorenja, 41 nepomemben, nevažen človek, 42 strokovnjak za arabski jezik in kulturo.",velik;jezik
"Poraba globoko zamrznjenih živil, brez zamrznjene perutnine in sladoledov, se je v Evropi lani v primerjavi z letom poprej povečala za 2,6 odstotka. ",leto
"Na drugem mestu največjih porabnikov tovrstne hrane so Britanci z 38,7 kilograma, sledijo jim Švedi s 35,8 kilograma, Norvežani s 35,1 kilograma in Francozi, od katerih vsak letno pospravi okroglih 30 kilogramov globoko zamrznjenih živil. ",velik
"Na območju UO Šentjur se je v minulem letu rodilo 200 otrok, 225 ljudi je umrlo in imeli so 58 porok.",leto
Zaprli bodo magistralno cesto. ,zapreti
Pomanjkanje komunikacije lahko botruje velikim težavam.,velik
"Kadar je težava večja od pristojnosti prodajalca, mora ta vedeti, kdo naj se pogovarja s stranko.",velik
Projekti trajajo približno tri leta in so vredni v povprečju 2 do 3 milijone evrov.,leto
"TECOS je začel z evropskimi projekti že zelo zgodaj, leta 1994, ko smo se prek projektov EUREKA, INCO-COPERNICUS, Phare, 4. in 5. okvirni program, učili pravil delovanja evropskih projektov. ",leto
"S kakovostnim delom pri projektih, izpolnjevanjem obveznosti in pristnim odnosom, ostanejo vsi stiki tudi po zaključku projekta aktivni in omogočajo nadaljnje gospodarsko sodelovanje z nekdanjimi projektnimi partnerji. ",aktiven
Mala in srednje velika podjetja,velik
Velika podjetja 58%,velik
Večjih neposrednih finančnih in učinkov v večji dodani vrednosti ali večji zaposlenosti ta hip od grozdov še ni. ,velik;velik;velik
Kitajska je danes drugo največje gospodarstvo na svetu in noče ostati na sedanji ravni. ,velik
Ljudje imajo tam vse več znanja in Kitajska se organizirano usmerja na tuje trge. ,tuj
"Kitajska je hitro rastoči nabavni in potencialno največji prodajni trg, ki pa ga omejuje pomanjkanje surovin, energije in finančnega servisa.",velik
"Osupljiva je stopnja doseženega in načrtovanega strateškega razvoja, s katerim se odpirajo do tujih vlagateljev. ",tuj
"Razsežnosti in urbanistična smelost celovitega, ne le industrijskega razvoja, ne skrivajo velikih nasprotij med delom in kapitalom, a kljub temu v veliki meri ohranjajo sožitje kitajske tradicije in razvoja. ",velik;velik
Iskalnik Najdi.si so prvič predstavili leta 2000 in je zdaj najbolj obiskana slovenska spletna stran. ,leto
"Sašo Štravs uporabi prispodobo in pravi, da imajo večjo naklado kot najbolj brani slovenski dnevnik. ",velik
V podjetju z več partnerji je eden največjih izzivov ureditev pravic in odgovornosti družbenikov. ,velik
Sašo Štravs in Zvone Jagodic nista vlekla ostrih ločnic. ,oster
angleški jezik,jezik
"V prvem letu je predvidena čista dobičkonosnost kapitala v višini dobrih 9 %, v četrtem letu pa 12 %. ",leto;leto
4. leto,leto
"Na nenehno rast trga bioloških živil močno vplivata nova evropska zakonodaja, ki vzpodbuja proizvodnjo, in vse večja ozaveščenost potrošnikov. ",velik
"Na policah velikih trgovcev je moč najti omejeno število izdelkov, pojavljajo se tudi »hišne« blagovne znamke, ki jih promovirajo znani športniki. ",velik
"Večjo ponudbo izdelkov zasledimo v manjših prodajalnah z zdravo prehrano, ki so se s pojavom velikih trgovskih centrov začele postopoma zapirati. ",velik;velik
"Če se je močno zmanjšalo število malih trgovin, pa tiste, ki so ostale in so v glavnem skoncentrirane v velikih mestnih središčih, kjer je kupna moč najvišja, dosegajo v zadnjih desetih let več kot očitno povečanje prometa. ",velik;leto
"Dr. Filion pa posebej poudarja, da je val ustanavljanja odcepljenih podjetij zajel tudi novejša podjetja – tista, ki sodijo v razred srednje velikih podjetij. ",velik
Praviloma pa obseg naročil iz matičnega podjetja z leti upade. ,leto
Model ustanavljanja odcepljenih podjetij uspešno uporabljajo v našem največjem podjetju za odnose z javnostmi in oglaševanje Pristop. ,velik
"Iz Pristopa sta nastali podjetji Trivium in Futura PR, v tem letu bodo iz matičnega podjetja izločili v novo podjetje Kliping še dejavnost spremljanja objav v medijih. ",leto
- Največja pomanjkljivost strani je nepregleden dostop do izdelkov. ,velik
"Druga večja zamera pa gre animaciji, ki se požene vedno znova, ko prideš na vhodno stran. ",velik
"Na drugi pa je višji razred večopravilnih aparatov (Multi-Function Product, MFP), namenjen srednjim in večjim podjetjem, ki so v osnovi bodisi kopirni aparati ali tiskalniki, z dodatnimi komponentami. ",velik
"Z leti smo začeli podobo in ponudbo trgovin spreminjati, ju prilagajati novim tržnim in modnim trendom. ",leto
"Danes imamo večje trgovine, a zgolj zato, ker je ponudba večja. ",velik;velik
"Medtem ko imajo na gibanje vrednosti nafte velik vpliv nekatere države iz arabskega sveta, so pri valutnih razmerjih vse opaznejši vplivi Kitajske in drugih azijskih držav. ",velik
"V začetku leta 2004 je razmerje med evrom in ameriškim dolarjem znašalo 1 : 1,25. ",leto
"Ob koncu leta je bilo to razmerje 1 : 1,34. ",leto
Pri izdelavi projekcij za leto 2005 pa ne smemo pozabiti tudi na vedno prežečo nevarnost terorizma. ,leto
"Leta 2001 smo spoznali, da smemo podcenjevati pomena mednarodnih terorističnih groženj. ",leto
"Prav neverjetno je, kako se je v zadnjih nekaj letih krog avtomobilskih razredov razširil, raztegnil, povečal ... ",leto
"Zapisati moram, da so ti avtomobili, ki jih lahko označimo kot rekreativni, preplavili svet, in jasno je, zakaj; so veliki, z njimi brez težav zapelješ na rob pločnika, ne bojiš se slabega vremena oziroma si kar želiš kakšnega snega, sediš višje in imaš zato boljši pregled nad prometom, pa še varnejšega se počutiš, ob tem pa praktično ne izgubiš dobrih voznih lastnosti, ki jih imajo podobno velike in motorizirane limuzine. ",velik;velik
"Na cesti pa se znajde enako dobro kot toyota, edina večja razlika je bila samo v tem, da ima ta kia dizelski motor. ",velik
Surfanje mu na simbolni ravni pomeni največji izziv v življenju. ,velik
"Obvladati oboje hkrati je velik izziv, saj ljudje težko usklajujemo svoje misli in občutke,« pojasnjuje svojo trditev. ",velik
Fabricio v Sloveniji končuje študij zgodovine na Filozofski fakulteti in poučuje španščino. ,zgodovina
Sicer pa vsako leto od tri do pet mesecev (poleti) preživi v Venezueli kot vodnik ekoturističnih safarijev. ,leto
- če mu delovno razmerje v tekočem koledarskem letu preneha pred 1. julijem.«,leto
- sistematično animiranje tujih vlagateljev na posameznih ciljnih trgih.,tuj
Pred slabimi dvajsetimi leti je začela izdelovati majonezo.,leto
"Sicer večinoma menijo, naj se starši upokojijo, ko so otroci pripravljeni na prevzem podjetja, vendar je veliko vprašanje, kdaj starši ocenijo, da so otroci pripravljeni. ",velik
"Ljudje jih brez zadržka odvržejo na tla, ne zavedajoč se, da se žvečilni gumi razgrajuje od 200 do 250 let in da je njegovo čiščenje zelo drago. ",leto
"Če pred desetletjem pri Hyundaju ni bilo mogoče najti dizelskega agregata, se lahko zadnja leta pohvalijo tudi z dobrimi dizli. ",leto
"Tudi pri tem avtomobilu gre pohvaliti podvozje, seveda pa ne moremo mimo tega, da ima avtomobil majhna 13-palčna kolesa, da amortizerji ne morejo imeti velikih hodov, ker so pač kratki in zato bolj občutite in tudi slišite že majhne luknje pod kolesi. ",velik
Na trgu je že 10 let. ,leto
Vrhunsko moštvo slovenskega podjetnika leta,leto
"Komaj smo se navadili na lanskega podjetnika leta, v motorističnem svetu povsod cenjenega Igorja Akrapoviča, že imamo novega. ",leto
"Jubilejni 15. podjetnik leta je postal dr. Aleš Štrancar, soustanovitelj in direktor biotehnološkega podjetja BIA Separations. ",leto
"Njegovo podjetje je na najboljši poti, da v nekaj letih postane svetovna zvezda v eni najzahtevnejših dejavnosti. ",leto
"Marjan Koščak, Sauter Automatika, podjetnik leta 1994: »Cilj podjetnika zapluti v mirne vode običajno ostane le želja, kajti novi izzivi postanejo način življenja.« ",leto
"Predsednik komisije za izbor podjetnika leta dr. Bogomir Kovač trdi, da so za razvoj podjetništva potrebne najmanj tri stvari: spodbuden instucionalni okvir, sistem vrednot, ki podjetnike ceni, in podjetniki, ki imajo ideje in so dovolj vztrajni, da vzdržijo na svoji poti. ",leto;sistem
Za večjo pretočnost prometa,velik
"Maureen Wheeler je 2001 dobila časten naslov Univerze Ulster in prejela naslov poslovne ženske leta, ki uspešno usklajuje poslovne obveznosti, družine in potovanj.",leto
Kot podjetnik moram bistveno več delati in sem pod večjim stresom. ,velik
Po drugi strani pa sem imel tako bistveno večje možnosti za osebni razvoj. ,velik
"V Sloveniji je 30 % prebivalstva starejšega od 50 let, a raziskava oglasov v izbranih medijih je pokazala, da nanj meri le 15 odstotkov oglasov.",leto
Leto,leto
"Dlančnika sta opremljena z operacijskim sistemom Windows Mobile in kompletom programske opreme, ki vključuje tudi Pocket Slide Show za preprosto povezovanje s projektorjem. ",sistem
"Jezik, ki ga mora uporabljati pri svojem delu, se imenuje »šiba« ali strokovno − projektno vodenje.",jezik
Ponujajo osnovno izobraževanje o sistemu ter izobraževanja glede na potrebe in želje serviserjev.,sistem
"Če gre za avant, je jasno, da vanj sodi večji in praktičnejši prtljažnik. ",velik
"Tudi tu je tako, vendar v osnovi ni veliko večji od limuzinskega, je pa seveda veliko praktičnejši. ",velik
Čas mojega prihoda v to deželo je bil zaznamovan z revolucionarnimi spremembami v Vzhodni Evropi: razpadali sta Jugoslavija in Sovjetska zveza in z njima socialistični sistem. ,sistem
"Mnoga podjetja in banke si še danes niso opomogli od šoka, a kljub temu se je začel graditi finančno-poslovni sistem, v katerem poslujemo še danes.",sistem
"Jürgen Würst: »Pomanjkanje denarja za nova podjetja, še zlasti za mlade podjetnike, je velika težava za razvoj podjetništva po vsej Evropi.«",velik
"Vseeno ste štiri leta pozneje postali direktorica francoskega podjetja Mercuri International, leta 2004 pa še izvršna direktorica celotne skupine.",leto;leto
"»Rambe« je v osemdesetih letih prejšnjega stoletja zamenjala nova generacija prodajnikov, ki so bili bolj usmerjeni h kupcu. ",leto
Odsotnost je res velik problem. ,velik
"Ključev za razdelitev denarja med zastopnike je nešteto, običajno jim pravimo provizijski sistemi. ",sistem
"Prej je v petnajstih letih dela v proizvodnji ni nihče nikoli pohvalil, nobene nagrade ni dobila, zdaj je prejela nagrado ob bučnem ploskanju več sto sodelavk in sodelavcev ... ",leto
"Slovenski trg je premajhen, zato morate graditi mrežo na tujih trgih. ",tuj
"Najuspešnejša podjetja iz mrežnega marketinga vlagajo samo v informacijske sisteme milijone dolarjev,« pravi Smiljan Mori. ",sistem
"Večina poskusov je neuspešnih, ker se podjetja odločijo na podlagi drugih zgodb o uspehu, sami pa nimajo potrebnega znanja in ne znajo zgraditi sistema. ",sistem
"»Ena od največjih težav v mrežnem marketingu je, kako voditi veliko število zastopnikov, ki so neke vrste prostovoljci; v podjetju niso zaposleni, zato nad njimi nimamo formalnega nadzora.« ",velik;velik
Večje donose naložbe praviloma spremlja večje tveganje.,velik;velik
TUJE DELNICE,tuj
Varčevalci so začeli vlagati v tuje vrednostne papirje. ,tuj
"V manjših podjetjih je zlasti primeren mentorski sistem, ko izkušenejši prenašajo znanje na manj izkušene. ",sistem
"»V raziskavi srednje velikega podjetja smo ugotovili, da pretoka znanja med različnimi hierarhičnimi nivoji praktično ni, saj so med seboj komunicirali le šefi ter podrejeni v posameznih oddelkih. ",velik
"Pri nas preveč prevladuje sistem senioritete ter miselnost, da bi z učenjem izgubili prednost, ki jo imamo pred drugimi.« ",sistem
"Veliko plodov-klonov trpi zaradi stanja, znanega kot »sindrom velikega potomca«. ",velik
Mučijo jih okvare srca in neučinkoviti imunski sistemi. ,sistem
"Kloni pridejo na svet z zmečkanimi obrazi, napihnjenimi jeziki in prekratkimi kitami, da bi lahko kopita nosila žival. ",jezik
"Njegov klon bi si z njim delil njegov jedrni DNK, ker pa bi se rodil, denimo, 40 let kasneje, bi bil deležen le malo vplivov njegovega okolja. ",leto
"Zdi se, da obstaja kvalitativna razlika med uporabo tehnologije za izdelavo osebe, ki bo stopila v enako biološko razmerje do svojih socialnih staršev kot otroci, spočeti na običajen način, in uporabo tehnologije za izdelavo osebe, ki je s človekoma, ki ju kliče mama in očka, v sorodu, v kakršnem verjetno ni bil še noben drug otrok v zgodovini človeštva. ",zgodovina
Prvi kloni bodo brez dvoma večja atrakcija od prvih otrok iz epruvete. ,velik
"Prihodnost kloniranja ljudi Pred letom 1997 je bilo kloniranje tako zelo oddaljeno od znanstvene resničnosti, da smo oblikovanje naših stališč do njega z veseljem prepuščali piscem znanstvene fantastike. ",leto
"Če bi jih potrdili, bi prav gotovo pomenile velik znanstveni napredek. ",velik
"Navsezadnje je podjetje ACT še pred nedavnim, komaj novembra 2001 obešalo na veliki zvon stvarjenje šestceličnega človeška klona. ",velik
"Komplementni sistem, del imunskega sistema, ki ga sestavlja približno 30 beljakovin. ",sistem;sistem
"Komplement se priključi na celice, ki jim primanjkuje zaščitnih beljakovin, raztrga celične membrane, prekine dotok krvi in prikliče ostale elemente imunskega sistema. ",sistem
"Do konca osemdesetih let so Trumpu posli šli izjemno dobro od rok, tako da je bilo njegovo premoženje vredno že milijardo dolarjev. ",leto
