Polisemna lema;Stavek
braniti;S čim boljšo igro in borbenostjo bomo skušali braniti ugled slovenskega nogometa,« je nadaljeval trener Interblocka, ki bo po nasvete, kako naj pripravi ekipo za boj z berlinskim klubom, skočil tudi k strategu Cottbusa: »Podrobnosti za pripravo na tekmo bomo naredili po analizi Herthine igre. 
braniti;Moško zastavo je (u)branil še zmeraj tretje uvrščeni Robbie Williams, dobro pa kaže tudi novincu Georgeu Michaelu, od katerega smo, po pravici povedano, pričakovali kaj bolj provokativnega, kot je skladba Amazing.
braniti;Z dlančnimi veščinami tako zanihamo razsuvalno kuglo za podiranje hiš, vodimo futer po prebavni cevi, se branimo pred žogami, zlivamo tekočino iz posode ... 
braniti;Ta vonj me je branil pred vsem, prihajal je iz najboljšega, kar je bilo v meni, z njegovo pomočjo sem tako rekoč spet našla samo sebe. 
braniti;Pogovarjajte se o tem, kako vse mame, tudi najbolj divje, čuvajo in branijo svoje mladičke. 
braniti;Gledal jo je, kot da se bo moral po njenem odzivu braniti.
braniti;Alenka se je branila in bala. 
braniti;Najstniki se v javnosti dotikov ponavadi branijo, vendar skrivoma priznavajo, da jim ugajajo. 
braniti;Pred ptičjimi napadi se dnevni pavlinček brani tako, da proti napadalcu obrne okate lise, z drgnjenjem kril pa se sikajoče oglaš a. 
braniti;»Saj ga nisem mislil,« se je ves zgrožen branil. 
braniti;Če žival sovražniku ne more ubežati, se brani s kremplji, z udarci nog ali kako drugače. 
braniti;Vlada se pred Evropo brani z zavlačevanjem
braniti;Kaj bi mu branilo, da ne bi znova poskusil?
braniti;Človek se sprašuje, kaj ima lahko narava skupnega s stvaritvami izrojene umetnosti, ki jo brani trdnjava na Rue Bonaparte,98 ali s slikami klavrnih dedičev impresionističnih mojstrov. 
braniti;Š…] Nekaj zlovoljnežev, ki namesto da bi branili umetnost, mislijo, da morajo sodelovati v zgodovini človeške neumnosti, je zadnje francoske slikarje označilo za »norce«. 
braniti;Braniti je vedno težje kot osvojiti.
braniti;Najprej najde pudrnico, zaradi katere jo je menda tako skrbelo, potem vas tudi brani pred učiteljico, v zahvalo ga pa osumite, da je pudrnico ukradel ali da je vsaj ni hotel vrniti.«
braniti;»Branila si se pred njim … puška se je sprožila. 
braniti;»To pa ni res,« sem se skušal braniti. 
braniti;Uveljavljale so družbeni nadzor in prisilo nad podrejenimi Kitajci ter obenem branile koristi kitajske enklave pred vsiljevanjem in strategijami krajevnih vlad. 
braniti;Prepričan je, da je njegov ortoped genij, a ta se le skromno brani, da pač bere strokovno literaturo in da obstaja cel kup dokazov, da kisline omega-3 pomagajo pri bolečinah v sklepih. 
braniti;Vse več je vojn zaradi obrambe kulture, pa vse manj kulture, ki bi branila pred vojno.
braniti;»Vidiš, Massimo, uničila te je neka ženska. @enske so usodne, kar verjemi mi, treba se jih je braniti kot kuge.«
braniti;»Nič ji ne mečem, tudi v porodnišnici priporočajo dojenje in povsod ga priporočajo,« se je branil oči. 
braniti;Tako bo sodni senat, ki mu predseduje Slavica Gabrovec, v teh dneh znova odločil o tem, ali se bo trojica na nadaljevanju sojenja, v katerem zakoncema Čare sodijo zaradi suma zlorabe položaja in pravic, Manici Čare še zaradi oškodovanja upnikov ter Samu Žigmanu zaradi dveh kaznivih dejanja pranja denarja, branila s prostosti ali jih bodo pripeljali iz zaporov.
braniti;Pa se je branil, češ da mu ni do tega. 
braniti;NACIONALNI PARKI NAJ BI SIMBOLNO OHRANILI ČISTOST AMERIŠKEGA NARODA IN GA BRANILI PRED RASNO KORUPCIJO (COSGROVE 1993). 
braniti;USTRAHOVALCI SE POGOSTO LOTIJO TISTEGA, KI SE NE BRANI
braniti;Spodnji in zgornji del nosilnega okvirja sta zvarjena, kar daje brani stabilnost in tišji tek, saj se pogonski zobniki vrtavk ne morejo prečno premikati. 
braniti;Kaj pomaga, če dečki hitlerjugenda branijo vsak most posebej in jih razstreljujejo? 
braniti;Problem o spolnem nadlegovanju v zdravstvu je sicer resničen, vendar je treba vedeti, da gre za dvosmerno cesto, da se moramo pogosto braniti tudi - moški
braniti;Moški smo se zbrali na dvorišču, ker gremo tja nekam okrog Brnika branit domovino. 
braniti;Kostas se je z vsemi štirimi branil, seveda tudi zato, ker ga je Sofija spet zbadala s tem vzdevkom. 
braniti;Odločno sem se branila in rekla: »Se vidiva na vaji.« 
braniti;Druge spet so se branile nezaželenih vsiljivcev, med katerimi se je našel tudi kakšen vaški ali cerkveni mogotec. 
braniti;Rastlina vse manj kljubuje vremenskim spremembam, ni se sposobna braniti pred škodljivci in boleznimi. 
braniti;Še dobro, da so vmes situacije, kjer s statičnim rešetalom braniš bazo, rešuješ zapornike, onesposabljaš mine (čeprav je izvedba dotičnega uf-nerodna) in v oporišču čvekaš s sovojaki. 
braniti;Koga le bodo branili? 
braniti;Od prvega dne smo najboljši, najbolj brani, najbolj aktualni in najbolj cvetoči. 
braniti;MITOLOGI BRANIJO SVOJO MESTNO DRŽAVO
braniti;MITOLOGI BRANIJO SVOJO MESTNO DRŽAVO
braniti;Nima poškodb, ki bi kazale, da se je branil. 
braniti;Je izrazita samotarka, ki brani svoj življenski prostor. 
braniti;Ta sloves si ščuka zasluži zaradi lastnosti, ki jih ima kot ribojeda vrsta, zaradi svoje velikosti, moči, s katero se brani, in ne nazadnje zaradi svoje razširjenosti v mnogih rekah in jezerih. 
braniti;Zato v teh dneh priporočajo alge kot dodatek hrani, da bo telo odpornejše in da se bo lahko organizem bolj učinkovito branil pred virusi in bakterijami. 
braniti;Lise se ni branila, bila je ambiciozna punca. 
braniti;Che je branil je kubansko pot v socializem in obsodil nepravično blokado otoka. 
braniti;Pred mesecem dni se niti z besedo nisem znal braniti, zdaj pa uporabljam pesti in umazane trike!
braniti;“Kaj je vera, zakaj nekateri ljudje molijo, kaj je molitev, kdo je Bog, zakaj mi očka brani, da bi šla v cerkev,” in še in še so se vrstila vprašanja pozno v noč. 
braniti;Ko se mu je kdo izmed svatov hotel približati, da bi mu pomagal, je brcal in se branil, da ni mogel nihče blizu.
braniti;Morate mu predlagati, gospod, je odvrnil Lewis s samozavestnim glasom in ude mu je preplavila nenavadna veselost, saj je spoznal, da se zdaj mora braniti Johnson, ne on sam. 
braniti;Hrčku ta njen nasmešek očitno ne gre čisto dobro v račun, saj je vendar ves čas trdno in uspešno branil svoje stališče. 
braniti;Pravzaprav nam nič ne brani misliti, da je bilo pismo avtentično.«
braniti;V naslednjem poglavju bomo spoznali, kako se umetnost izogiba vsaki nevarnosti, da bi se zlila s širšo kulturo, tako da brani svojo avtonomijo s stremljenjem k profesionalizmu. 
braniti;V preostalem tekstu bom na kratko pretehtal trditev, da je moralno gledano najobetavnejši način za obrambo terorizma, ki ga ne izvajajo države, ta, da ga branimo kot orožje, ki ga lahko uporabijo tisti, ki nimajo konvencionalne politične moči za borbo za pravične cilje, katerim sicer ne bi mogli slediti. 
braniti;Največji nemški letalski družbi Lufthansa in Air Berlin se branita s tem, da si želijo potniki na letalu miru, ne pa pogovorov in zvonjenja drug čez drugega. 
braniti;Pogodbenice se obvezujejo zagotoviti vsakemu pripadniku narodne manjšine pravico biti takoj obveščen v jeziku, ki ga razume, o razlogih za odvzem prostosti ter o naravi in vzroku za kakršne koli obtožbe proti njemu kakor tudi pravico, da se brani v tem jeziku, če je potrebno z brezplačno pomočjo tolmača.
braniti;»Če se je Ariobarzan odločil braniti prelaz, se tega gotovo ni lotil z maloštevilnimi in slabo oboroženimi vojaki. 
braniti;Mali so spoznali, da jih ne bodo mogli odbiti, začeli so se urejeno umikati po pobočju navzgor, a se silovito branili, dokler se niso znašli v ugodnejšem položaju in z obnovljeno močjo znova napadli. 
braniti;-Gospod minister, vas res brani imuniteta, toda govorice tudi marsikaj postorijo, je zavpil Suhi.
braniti;Pred hudo nevarnim Janšem, kot je bilo razbrati, nas bi branil on in njegova četica podivjanih specialcev, ki je pred leti nekje v Celovcu med ropom dodobra pretepla nekega dedka in babico, ki sta skrivala šilinge v nogavici, jima ubila cucka, na koncu pa iz strahu pred kdo ve čim stisnila rep med noge in jo ucvrla, kolikor so jo nesle noge, po bližnjih gričih in dolinah proti ljubi Sloveniji. 
braniti;Brezdelna množica, vedno nared, da se prisesa h kakemu otóku, se je začela gnesti okrog prizorišča, kamor ne bi osrediščili niti najbledejše radovednosti, če bi sence razvaljenega gradu branile kaktusov cvet pred vnemarno pogoltnostjo kakega mačka, zmožni pa strniti vrste v gnečo, ko starec, ves sajast od črnega olja, ni hotel dati kaktusovega cveta prenapetemu dekletu, namesto da bi bili iz sebe ob lepoti ognjemetnega okrasa, divje nasmehljanega izza razpokanega uhlja. 
braniti;Ton je čutil, da Mak s temi besedami pravzaprav brani sebe, ne pa da bi dajal poguma njemu. 
braniti;Meni je to všeč, se je branil Barry. 
braniti;Ker ste izjemno svobodoljubni, samosvoji in neodvisni, se pogosto postavljate v položaj, ko morate svoja ekscentrična dejanja braniti pred tistimi, ki vas ne razumejo. 
braniti;Pacienta učimo tudi o psihofizičnih spremembah med hujšanjem ter kako se telo brani hujšanja. 
braniti;»To, da smo imeli pred leti manj toče, ne drži,« je povedal in nadaljeval, da smo imeli škodo po toči tudi takrat, ko smo se proti njej branili z raketami ali posipali oblake z letali, le da zaradi časovne odmaknjenosti ljudje to pozabljajo. 
braniti;Postavlja pa se vprašanje, če imamo pravico nekomu vzeti življenje, kadar branimo premoženje ljudi. 
braniti;Takle paša, ki navadno tehta manj kot 200 kilogramov, se tik pred začetkom ploditvene sezone zredi na skoraj dvakratno težo - obilno se založi s podkožnim salom, saj bo na kopnem dolge tedne branil težko priborjeno ozemlje in na njem svoj ženski harem.
braniti;1: Hostese so svojega močno zaposlenega šefa Petra Nikoliča, direktorja RGL-a ter radijskih postaj Salomon in Veseljak, za nekaj trenutkov z veseljem branile pred pripeko.
braniti;Kylie z bisernim nasmehom in zapeljivim pogledom zagotovo predstavlja žensko, ki se je ne bi branil noben moški (l. 2002 ).
braniti;Naš prvi otrok je zaspal kjerkoli in kadarkoli, na letališču, v vozičku, v naročju, jedel je rad in neznanih okusov se ni branil, radovedno je sprejemal nove ljudi in hitro sklepal prijateljstva. 
braniti;»Mislim, da je bila težava v tem, da se je Meg zavedala, da ne dela prav, zato je svoje stališče branila povsem brez zadržkov. 
braniti;Oblak za zdaj pač ostaja član Olimpije in bo gol zeleno-belih skoraj zagotovo branil vsaj do konca sezone. 
braniti;»Branko, ti bi bil najsrečnejši, če bi tvoj sin delal na železnici!« me je branila mama, čeprav njene besede sploh niso zvenele kot obramba. 
braniti;Ampak s takšno psihološko metodo se je dalo braniti penal najmočnejšega in najbolj norega napadalca v mestu, čisto drugače pa je delovala, ko je bilo treba odgovoriti na, na primer, vprašanje, s katerim razglasom je partija našega kraja ljudi pozvala k vstaji.
braniti;»Saj si ti tudi vključil!« se je branil Kompa.
braniti;Sprva se je branila in govorila, da je z njenim vidom vse v redu. 
braniti;Kakšna je ideologija v strankah, ki jih omenjate, je treba vprašati njih. Ne smemo spregledati nečesa: v nekaterih okoliščinah se ljudem zdi, da se morajo braniti. 
braniti;Nazaj gredoč smo se spominjali metod Romana Albrehta, ki je tedanje reforme pred pripombami stroke in sindikatov branil, češ, molčite, saj nič ne razumete, za kaj pravzaprav gre. 
braniti;Igralec B se lahko brani s pasingom (polje L2, D2) ali lobom (polje L3, 4, D3).Točka se v primeru uspešnega zadnjega udarca zaključi ali pa nadaljuje.
braniti;To se je posebno pokazalo pri povodnjih in drugih nesrečah, kjer so skrajno požrtvovalno branili podjetje pred uničenjem. 
braniti;Kmečko prebivalstvo seveda sporov ni reševalo na tak način in tam je veljalo načelo »zob za zob – glavo za glavo«, oče ali brat sta čast svoje hčere ali sestre branila tudi za ceno lastnega življenja.
braniti;Toda Kasparov se je dobro branil in dokazal, da brez kmetov trdnjava in konj ne moreta zmagati proti trdnjavi. 
braniti;Bolje da zaigram ljubosumneža, si mislim, in jo tako prisilim, da se še ona malo brani, kot pa da jo pustim, da vrta naprej.
braniti;• Malo kdo se je tako uspešno in tako dolgo branil poroke kot 
braniti;"Na stavbi Prirodoslovnega muzeja gnezdita dve beli pastirici; vsaka ima svoj vogal in brani svojo polovico strehe. "
braniti;»Zakaj tega sama ne preizkusiš?« se je branil. 
braniti;»Ne morem sedeti drugače,« se je branil Jeremija. 
braniti;"Že naslednje leto je bil na državnem zboru v Wormsu pred novim cesarjem Karlom primoran braniti svoj nauk, ki ga je leta 1517 utemeljil v 95 tezah; te so izzvale začetek reformacijskih gibanj. "
braniti;Hišni pes utegne lajati na obiskovalca, saj pogumno brani svoje območje in gospodarja, ki ga ima za člana svojega krdela. 
braniti;Če se je Stokesu zdelo, da vas mora nujno braniti, bi moral le reči, da ste bili z njim, ko je bil Crane ustreljen.
braniti;Izjavila je, da bi ga rada spoznala, Eminem pa se srečanja tudi ne brani, tako da si bosta verjetno kmalu padla v objem.
braniti;Naslov državnih prvakov brani ekipa Triglava iz Krškega, ki bo tudi letos prišla na Bled z velemojstrom Goranom Dizdarjem in Draženom Sermekom na čelu. 
braniti;»Jaz se bojujem za vas in branim Srbijo!« 
braniti;Ko je imel priljubljeni pevec in mirovnik nastop ob italijanskem Gardskem jezeru, se seveda ni branil fotografiranja na razkošni jahti, kaj šele, da bi se z njo zapeljal. 
braniti;Jeremija se je branil: njegov namen je, da v Anatotu, v deželi Benjamin, uredi dediščino. 
braniti;»Zmožni smo braniti svoje ljudi, državljane, našo državo in naše bogastvo, in to ni zanemarljivo,« se je s svojimi dosežki po prsih trepljal Putin. 
braniti;»Ja, fakinov naj se pa le brani!« je menil Karolinin oče Peter in se pri tem globoko zamislil. 
braniti;Ruska 3. armada se zagrizeno brani, a kljub temu se mora postopoma umakniti na širini stopetdesetih kilometrov.
braniti;Srbske sile se zagrizeno branijo, pri tem pa jim pomaga civilno prebivalstvo. 
braniti;Zavezniške sile osvojijo Jeruzalem in Bagdad, čeprav se enote centralnih sil ognjevito branijo. 
braniti;Predstavnik civilne iniciative Franco Juri meni, da je sporočilo ministra za zunanje zadeve Dimitrija Rupla, v katerem se brani obtožb o neučinkovitem odzivu na gradnjo tržaških plinskih terminalov, zavajajoče. 
braniti;Ne spravljajte ljudi v zadrego, v kateri se bodo čutili ogrožene in se bodo branili! 
braniti;makki-2 nauči se pisat po slo.in če ne vidiš se cela evropa brani pred širjenja islama.jaz ne hodim v cerkev pa še zmeraj verjamem v boga in ta ni al allah.
braniti;V 2. polčasu je Urugvaj brez težav branil minimalno prednost. 
braniti;Da vedo, da svoboda, demokracija in samostojnost niso prišle in nikoli ne pridejo same od sebe, da jih je treba braniti. 
braniti;Kje pa je ko ga igralci pokrivajo da skoraj nič nemore razen podaja okoli a je prišel do več kot 2 strela na gol?? nism vidu enga pa je dobber strelu tu priznam sam ni bil gol kr je še lapše branil golman. 
braniti;ne mi zdej pihat na dušo, ke sn se mal razkuro...a je prov...prav nobenmu nič ne branim......
braniti;Sarajevo se posebej spominja zadnjih junakov – Jana Doršnerja, študenta, športnika in diverzanta, Josipa Gačnika, topniškega poveljnika in vrste mladeničev, ki so BiH branili za ceno lastnih življenj.
braniti;Na omejitve in prepovedi se odzovejo z izjemno trmo in (ekscesnim) uporništvom, svojo svobodo so pripravljeni braniti za vsako ceno, ni važno pred kom. 
braniti;Loll: umetniško, inovativno, smešno, groteskno, enostavno super in prav nobenega kosa se ne bi branil!
braniti;V komunikaciji s prijatelji boste branili svoja prepričanja, čeprav veste, da nimate prav. 
braniti;Čehi so se ruske premoči branili tudi s prekrški in v prvi tretjini trikrat sedli na kazensko klop. 
braniti;Za Večer je poudaril, da rešitve, ki ne bi zagotavljala stika z odprtim morjem, ne bi hotel in ne bi mogel braniti pred slovensko javnostjo. 
