Stavek,Polisemna lema
"Ob bok ga lahko postavimo celo kateremukoli drugemu dražilu naših čutil z njim tekmujejo hrana, glasba, televizija, računalnik in reklame, na kratko - vse tisto, kar vsak dan zaposluje naše čute. ",lahko
To pa ni lahko.,lahko
"Najnovejša postavitev bo kljub novi predelavi še vedno postregla tudi s tradicionalnimi dovršenimi koreografskimi vrhunci znamenitega romantičnega belega baleta, ki bo v spektakularni scenografiji to pot zaživel v samem osrčju Ljubljane – na Prešernovem trgu, od koder slovenski pesnik hrepeneče zre v okna svoje nedosegljive Primičeve Julije.",sam
"Vaja, ki jo boste lahko videli, je del ustvarjalnega procesa za predstavo Mozart vs. Schumann, ki bo na sporedu od 17. aprila dalje.",lahko
"INFORMACIJSKO SREDIŠČE CANKARJEVEGA DOMA: Ob delavnikih odprto od 11.00 do 13.00 in od 15.00 do 20.00, ob sobotah od 11.00 do 13.00 ter uro pred prireditvami. ",ura
"V drugem dejanju pa je zbor že vpet v dogajanje in ga komentira − opisuje pot in razpoloženje, ko prijatelji pospremijo krsto do groba. ",grob
"Torek, 16. junija 2009, ob 18. uri, Restavracija & Lounge Slon",ura
"Amilcare Ponchielli: La Gioconda, Cielo e mar (Nebo in morje)",nebo
"Čeprav je Borodin celo dvomil v svoje kompetence opernega skladatelja, saj naj bi mu primanjkovalo čuta za dramatičnost, pa nas opera z dovršenostjo posameznih točk navdušuje: taka je Igorjeva arija o svobodi, himnično zamaknjeni nokturno Končakovne, »eksotična« arija kana Končaka, sanje Igorjeve žene Jaroslavne in seveda osrednji »bestseler« opere: ritmično in zvočno barviti polovski plesi.",točka
"Verzi, spesnjeni v srednjeveški latinščini in deloma v stari francoščini in nemščini, ostajajo v izvirni jezikovni obliki in tako se včasih v njih združujeta latinščina in nemščina oziroma latinščina in francoščina v svojstveno jezikovno mešanico. ",oblika
"Imam bolečine v zgornjem delu nog, to se pravi od kolen do kolkov, ki so čez dan nekoliko blažje, vendar imam tak občutek kot da me noge ne držijo in bom vsak čas padla. ",imeti;imeti
"Zanima me kako si lahko pomagam, da omilim te težave. ",lahko
"Mednarodni poslovni paket lahko pošljete naslovnikom v naslednje države: Avstrijo, Belgijo, Bolgarijo, Češko, Črno goro, Dansko, Estonijo, Finsko, Francijo, Grčijo, Hrvaško, Irsko, Islandijo, Italijo, Kanado, Latvijo, Litvo, Luksemburg, Madžarsko, Nemčijo, Nizozemsko, Norveško, Poljsko, Portugalsko, Romunijo, Slovaško, Srbijo, Španijo, Švedsko, Švico, Veliko Britanijo in ZDA. ",lahko
"Mednarodne poslovne pakete lahko pošiljajo pravne osebe ali fizične osebe, ki so registrirane za opravljanje dejavnosti, naslovnikom, ki so pravne ali fizične osebe.",lahko
"V Pošti Slovenije smo ponosni, da lahko aktivno podpiramo vrsto aktivnosti, ki ugodno vplivajo na oblikovanje širokega okolja. ",lahko
Kako lahko plačujem račune?,lahko
"Dolžina gesla ne sme biti manjša od 6 znakov, znaki so lahko poljubni. ",lahko
Oblika valja,oblika
"tisk, oblika in vrsta papirja so enaki kot pri publikaciji,",oblika
S poštno nakaznico lahko na varen način pošljete denar naslovnikom v Sloveniji. ,lahko
"Na vseh večjih poštah lahko sklenete pogodbo o borznem posredovanju, posredovanju naročil in vodenju računov nematerializiranih vrednostnih papirjev oz. pogodbo o borznem posredovanju, posredovanju naročil in vodenju računov finančnih instrumentov.",lahko
"Zakonsko skladno izvajanje e-hrambe digitalnega dokumentarnega in arhivskega gradiva je izrednega pomena, saj v nasprotnem primeru hranjeno gradivo nima pravne veljave. ",imeti
Varnost ima pri izvajanju e-hrambe zelo velik pomen. ,imeti
Odvisnost od najema določenega dela infrastrukture lahko v primeru e-hrambe predstavlja dodatno tveganje.,lahko
"Če ste se pri vnosu podatkov o prejemniku LX-telegrama zmotili, lahko napako popravite s klikom na gumb ""Popravi vnos"", podatke spremenite in spremembe potrdite s klikom na gumb ""Popravi"".",lahko
"Kaj morate narediti, da boste lahko uspešno zaključili nakup v naših spletnih trgovinah oz. ko ste preusmerjeni na spletno stran banke, je odvisno od vrste plačilno-kreditne kartice. ",lahko
Društvene sestanke imajo vsak prvi in tretji četrtek v mesecu od 17. do 19. ure (julija in avgusta srečanj ni) v prostorih Društva upokojencev Kamnik (blizu železniške postaje Kamnik – mesto). ,imeti;ura;postaja
"Glavna prednost naših storitev je cenovna dostopnost, storitve lahko uporabljate ne glede na velikost podjetja ali panogo, svoje ponudbe pa lahko prilagodite različnim segmentom kupcev. ",lahko;lahko
Učinek akcij lahko testirate in se prepričate o donosnosti vloženih sredstev.,lahko
"Številk ne izbirate sami, temveč ob nakupu igre prejmete potrdilo o vplačilu, na katerem je natisnjena kartica, ki vsebuje 9 naključno izbranih številk za vrstice A, B in C in naključno izbrano šestmestno številko Plus 6. ",sam
"Številk ne izbirate sami, temveč ob nakupu prejmete potrdilo o vplačilu, na katerem sta natisnjeni dve tablici. ",sam
"Želimo slediti strateškim usmeritvam podjetja ter razvoju informacijske družbe v Pošti Slovenije, zato širimo ponudbo izobraževalnih vsebin in oblik ter skrbimo, da so naša izobraževanja strokovna in učinkovita.",oblika
"Sama Pika Nogavička (no, pa saj jo poznate, ne?) je praznovala z vsemi otroci v mestnem parku rojstni dan – seveda čisto po Pikino, v vsej njeni zmedi in smešnih zapletih. ",sam
"potrdil pristojni minister, bo objavljen na spletni strani www.posta.si , v tiskani obliki pa bo na",oblika
"V letošnjem letu je bila zaključena prva faza prenove informacijskega sistema, tako da ima Pošta Slovenije danes enega najsodobnejših informacijskih sistemov, odprta je bila prva paketna pretovorna pošta v Šenčurju in iz stacionarnih v premične uspešno preoblikovanih 13 manjših pošt. ",imeti
Devetega novembra je v poznih popoldanskih urah neznanec oropal pošto Komenda.,ura
"Po uspešno zaključeni informacijski infrastrukturni prenovi bo Pošta Slovenije septembra začela še programsko prenovo UPO, ki bo ob novih storitvah zaposlenim omogočila lažje delo, uporabnikom pa hitrejše in prijaznejše storitve, hkrati pa bo vse to vplivalo tudi na nižje stroške in večje prihodke. ",lahko
"V šestkrat tedensko dostavo je vključenih 1940 gospodinjstev, medtem ko ima 408 gospodinjstev petkrat tedensko dostavo. ",imeti
"To dokazuje, da so lastniki poštnih nabiralnikov, ki nimajo nalepljenih nalepk Agencije za pošto in elektronske komunikacije o prepovedi vročanja oglaševalskih, marketinških in drugih reklamnih sporočil, storitev že sprejeli, hkrati pa Pošta Slovenije pričakuje, da se bo trend povečevanja števila uporabnikov nadaljeval.",imeti
"Zaradi tega pozdravljamo pomoč vladne gospodarske diplomacije, ki nam lahko olajša uresničevanje poslovnih načrtov pri prodoru na južne trge, kjer načrtujemo posebne aktivnosti zlasti v Makedoniji in prav tukaj tudi računamo na pomoč in razumevanje vlade«, je še poudaril generalni direktor Pošte Slovenije Aleš Hauc.",lahko
"CVV2/CVC 2 je trimestna varnostna šifra, odtisnjena na zadnji strani kreditne kartice (MasterCard, Visa, Diners club) in se na zadnji strani kartice lahko nahaja na podpisnem traku ali poleg njega.",lahko
Imamo dva različna avtomatizirana postopka varovanja naših imenikov in podimenikov (zagonskih imenikov/startup in izhodnih imenikov/shutdown imenikov). ,imeti
"V naslednjem oknu poiščite vaš certifikat (v našem primeru je shranjen na namizju, lahko pa je shranjen tudi kje drugje) in ga označite ter nato kliknite gumb ""Open.""",lahko
Telegram lahko naročite tudi na:,lahko
"- naročniki sistema GSM, ki imajo z družbo Mobitel, d.d., sklenjeno pogodbo o naročniškem razmerju in Debitelovega omrežja, in sicer naročniki sistema GSM, ki imajo z družbo Debitel, d.d., sklenjeno pogodbo o naročniškem razmerju z dodatkom Moneta.",imeti;imeti
"LX telegram lahko naročite na brezplačni telefonski številki 080 1410 ali na najbližji pošti, naročilo telegrama za tujino prek interneta pa zaenkrat še ni možno.",lahko
Navadni nageljček ali kartavžar je visok do štirideset centimetrov in ima cvetove v socvetju. ,imeti
"blok okvirno 14 1/4 : 13 3/4, pole grebenasto 12 3/4 : 13 1/4",blok
Lahko si srečen ali čisto na dnu. ,lahko
"Sprejmeš toplo ponujeno dlan in zdiš se sam sebi močan, nepremagljiv. ",sam
"Noben človek ni popoln, saj če bi imel to lastnost, verjetno ne bi bil več samo človek. ",imeti
"Seveda bi bilo skrajno dolgočasno, če bi vsi iskali na enak način; in kakšna katastrofa bi bila, če bi vsi hoteli eno samo stvar, eno samo bitje. ",sam
"Verjamem, da je najlepši trenutek za vsakega od nas, ko začutimo, ko se zavemo in uvidimo, da je z nami tisti, ki nas dopolnjuje, ki nam pomaga živeti, ki nam daje energijo in ustvarjalnost, tisti, ki daje našemu življenju ljubezen, radost, samozavest, igrivost, barvitost, ... in to počne samo s tem, da je, da obstaja in z nami orje polje življenja. ",dajati;dajati
"Izletavajo v toplih dnevnih urah, sicer pa posedajo po satju in s svojimi telesi grejejo zalego. ",ura
"Matico delavke vedno bolj zanemarjajo, zato vse manj zalega, zadek ji začne plahneti in postaja bolj gibčna. ",postaja
"Močvirnice so med našimi divje rastočimi orhidejami skoraj najmanj razkošno cvetoče, pogosto so to gozdne, zelenkasto cvetoče in dokaj neopazne rastline, ki kljub imenu tudi z močvirjem nimajo kake posebne zveze. ",imeti
"Oba režnja sta bela, po notranji strani pa ima zadnji reženj široko rumeno progo v sredi, od katere se levo in desno iztezajo tanke vzporedne rdeče črte, medtem ko ima prednji reženj razločno nagrbančeno in rumeno obrobljeno dno in nežno vzvalovljen rob. ",imeti;imeti
"Na prvi pogled sta obe vrsti vimenjakov kar podobni: imata kakega pol metra visoka vitka stebla, ki so olistana v glavnem le pri dnu z jajčasto suličastimi listi. ",imeti
"Socvetje nežnih zelenkastobelih cvetov je razmeroma rahlo in dolgo, navadno z več deset cvetovi, ki imajo stranska dva zunanja cvetna lista široko razprostrta, tri liste združene v čeladasto strešico, jezičasto oblikovana medena ustna pa nosi pri dnu nekaj centimetrov dolgo nežno ostrogo, do medičine na dnu te ostroge lahko pridejo le žuželke z najdaljšimi sesali. ",imeti;lahko
"Ti obe vrsti dobro ločijo po različnem prijetnem vonju, katerega finese človeška čutila komajda lahko zaznajo. ",lahko
Zanesljivo pa se vrsti razlikujeta tudi po obliki v dvodelno strukturo preobraženega prašnika. ,oblika
"Cvetovi, ki imajo nekaj centimetrov v premeru, so lijasti, s petimi globoko deljenimi venčnimi listi zlato rumene barve. ",imeti
"Vodne rastline, kot so blatnik, lokvanj, močvirka in šejek, imajo v steblih in listnih pecljih posebno tkivo, ki ima več zračnih prostorov kot pa celic: takšno tkivo služi za prezračevanje tistih delov rastline, ki so pod vodo, vse do korenike v mulju. ",imeti;imeti
"znamke v malih polah: 37,30 x 26,50 mm, znamke v bloku: 40,00 x 30,00 mm",blok
Med številnimi romarskimi kraji v Sloveniji ima Brezje prav gotovo največji sloves in je najbolj obiskana romarska cerkev. ,imeti
Slednja oblika znamk postaja vse bolj popularna v svetu in tudi pri nas.,oblika
"Toda če jih ne bo dosegla naša beseda, jih bo zagotovo voščilnica z zapisano prijazno čestitko in iskrenimi željami. ",beseda
"Zima, ples snežink izpod neba, takrat prekrije hribe in doline. ",nebo
Le kdo lahko ujame nas - vse otroke sveta? ,lahko
"Posamezne dele oblik je potem izrezala in iz kartonov dobila ""preproste"" šablone. ",oblika
"Čist list papirja je prekrila najprej z eno, potem z drugo ... matrico. ",čist
"znamke v polah Tullis Russel 102-105 g/m2, gumiran, blok Tullis Russel Chancellor 105 g/m2, gumiran",blok
"Olimpijsko gibanje se je prodalo, so bentili tisti, ki so dajali prednost tradiciji. ",dajati
"Svetovna koncerna CocaCola in CNN, ki imata sedež v Atlanti, sta kupila igre XXVI.olimpiade, so znali postreči tudi s konkretnimi obtožbami. ",imeti
"Izdajo kvalificiranega digitalnega potrdila lahko zahteva oseba, ki je v skladu s Politiko Pošta®CA avtorizirana za to operacijo. ",lahko
Uporabnik lahko prevzame potrdilo na podlagi referenčne številke in avtorizacijske kode.,lahko
"Izpolnjeno vlogo za povrnitev zgodovine dešifrirnih ključev lahko odda samo imetnik digitalnega potrdila osebno v registracijski pisarni overitelja, kjer mora predložiti še veljaven osebni dokument s sliko.",lahko
"v lektronski obliki na elektronski naslov info.postarca@posta.si , pri čemer je potrebno vlogo podpisati s še veljavnim digitalnim potrdilom;",oblika
"Svoj osebni digitalni certifikat lahko preverite tako, da v meniju brskalnika izberete Orodja > Možnosti > Napredno > Varnost > Upravljaj s certifikati (Preglej certifikate).",lahko
"V primeru, da standardno potrdilo prevzemate na pametno kartico , mora biti programska in strojna oprema za delo s pametno kartico nameščena pred samim prevzemom.",sam
"Da bi se lahko spopadel z njimi, Daniel prosi mojstra borilnih veščin, gospoda Miyagija, naj ga pouči o skrivnostih karateja. ",lahko
Pri tem pa lahko pride tudi do neprimernosti in spotakljivosti. ,lahko
Trebnje: od 8. do 11. ure: Samopostrežba Blagovnica,ura
"Zibka, kjer so ga zibali, se nahaja dve uri severno od Celovca na mali višini in nosi obliko cerkve z dvema zvonikoma. ",ura;oblika
"Ja, to bi lahko rekli za cerkev Gospe Svete pri Celovcu: da je zibelka krščanstva. ",lahko
"To je bila edina oseba, ki je ranjenemu ujetniku namenila tople besede. ",beseda
Kmalu sta spregovorila nekaj besed in potem sta se vedno več pogovarjala. ,beseda
"Imelo je prekrasen nasmeh, ni pa bil to smehljaj, ki ga je nosila »Naša ljuba Gospa v Petrovčah«. ",imeti
"Odločil se je, da bo ostal zvest Mariji, se odpovedal nevesti in ostal sam do pozne starosti, dokler ni legel v grob s svojo zvestobo petrovški Gospe. ",odpovedati;sam;grob
Imeli so dokaz. ,imeti
Pogled ne laže. ,lahko
Marija Bistrica na Hrvaškem ima dobre in lepe sosede: poln trg čednih hišic. ,imeti
"Sámo romarsko svetišče stoji sicer na nekoliko vzvišenem mestu, a zaradi tega ne deluje vzvišeno, temveč so sosede prej kot nevoščljive ponosne na njegov mogočen zvonik in na streho iz rdečkastih, rumenih in zelenih ploščic. ",sam
"Turku na kraj pameti ni prišlo, da bi bila lahko podoba zazidana v streho, in tako je ostala tam, dokler ni sovražnik odnesel svojih podplatov nazaj na svoje ozemlje. ",lahko
"Če smo sami, prisluhnemo tišini. ",sam
"Kadar si sam, imaš dobro priložnost za klepet z Očetom. ",sam;imeti
"NALOGA (Arezzo): Kje je najbolj čuden kraj, za katerega si nikoli ne bi predstavljal, da lahko tam deluje Bog? ",lahko
NALOGA (Grac): V zvezek bom narisal grob. ,grob
"Mnogo umetnikov se je zadovoljilo zgolj z zunanjo lepoto lutke, ki v vsakem primeru gledalcu ponuja potencial odkrivanja drugačnih oblik umetnosti. ",oblika
Zmaga v Dubaju usodna za motociklista Grosjeana Švicarski motociklist Pascal Grosjean je po zmagi na dirkališču v Dubaju za prvenstvo Združenih arabskih emiratov v razredu superbike izgubil življenje.,izgubiti
"erni - moti samo to, da svojo verski agitprop skrivaš pod (strgano, prozorno) plahto napaberkovane, diletantske ""filozofije"". s tabo kot vernikom ne more biti debate - da pa si pravi vernik in pošten katolik, so nenazadnje pogruntali celo tvoji katoliški somišljeniki, ki te zadnje čase tako obrajtajo ;-) ... čemu bi se še naprej skrival? pusti težke besede, pozabi prekomplicirane ""kante"" in ""hajdi egre"" - odpri se, stopi iz omare!",beseda
"Zaradi potresa, ki je lani januarja stresel državo, je imela volilna komisija veliko težav z uradnim registrom, številni pa so se pritožili tudi zaradi pomanjkanja osebnih izkaznic. ",imeti
"Obisk pri njem je razjasnil marsikaj: prvič, da je čakanje normalno; drugič, da lahko ženska zanosi kadarkoli, ne le po ovulaciji, saj ovulira kadarkoli; tretjič, da je za 40% jalovosti zaslužen moški, vendar pa ginekologi prvič nagovorijo gospoda, šele ko že kako leto mrcvarijo njegovo ženo. ",lahko
"Telefoniral sem sestri M. in rekla mi je, da imam prav, da šifra 3 pri Papovem testu pomeni pač prisotnost displazije, da pa bo šele kiretaža dala diagnostično osnovo, po kateri se bo mogoče odločati o zdravljenju. ",imeti
"94 Sam sem bil danes ranljiv, ker sem telefoniral D.–evi sestri Mojci in jo vprašal, kaj pomeni Cin III (sumil sem na 'carcinom invasivni'…).",sam
